StockCode,StockName_KR,MarketCap,ClosingPrice,DailyVolume,VolumeSpike,TrendArrow,MA20,MA60,RSI(14),MACD,MACD_Signal,Volatility(ATR),OBV,PearlScore,PearlScore_Normalized,PearlScore_Stars,PearlScore_Status
035080,그래디언트,,9250.0,7586,0.39,↑,9191.0,9536.0,42.17,45.95,14.12,392.14,306384844,0.44,22.0,★★☆☆☆,OK
453450,그리드위즈,,13290.0,89747,0.61,↓,14396.0,17269.33,47.89,-395.95,-533.97,1647.14,40132294,0.62,31.0,★★☆☆☆,OK
488280,에스투더블유,,9740.0,47149,0.94,↑,10111.5,17175.33,43.25,-1520.72,-1839.78,898.57,27757433,0.89,44.5,★★★☆☆,OK
0156T0,에이치엘지노믹스,,13480.0,3356961,,↓,,,,-104.5,-20.9,,-3356961,,,☆☆☆☆☆,Data Missing
051980,중앙첨단소재,,949.0,201846,0.18,↓,972.65,1336.4,56.57,-66.6,-85.68,101.14,706818433,0.17,8.5,★☆☆☆☆,OK
059210,메타바이오메드,,3845.0,27173,0.29,→,3806.75,3884.25,51.09,17.57,6.56,162.14,524286344,0.38,19.0,★☆☆☆☆,OK
053700,삼보모터스,,3900.0,189670,0.76,↓,3865.0,4674.42,51.2,-131.72,-192.59,245.0,355413230,0.98,49.0,★★★☆☆,OK
071280,로체시스템즈,,6820.0,61625,0.7,↑,6692.0,7702.33,49.37,-167.33,-259.04,520.71,115963388,0.9,45.0,★★★☆☆,OK
331920,셀레믹스,,9290.0,69697,1.4,↓,10655.0,13302.67,37.47,-943.43,-952.91,1145.0,67962659,1.12,56.0,★★★☆☆,OK
105330,케이엔더블유,,6460.0,46938,0.52,↑,6591.5,8539.17,39.74,-613.16,-682.26,448.57,24764212,0.46,23.0,★★☆☆☆,OK
021080,에이티넘인베스트,,2170.0,151667,0.46,↑,2144.0,2705.08,50.55,-118.15,-152.22,108.21,1635408524,0.61,30.5,★★☆☆☆,OK
073560,우리손에프앤지,,1495.0,131024,0.94,↓,1524.05,1604.53,38.27,-18.54,-19.52,46.5,693261934,0.84,42.0,★★★☆☆,OK
100700,세운메디칼,,2360.0,51053,0.54,↑,2287.0,2362.25,57.76,7.25,-2.0,91.79,530641388,0.61,30.5,★★☆☆☆,OK
474170,루미르,,5780.0,48103,0.72,↓,6610.5,10122.0,30.16,-929.48,-1028.72,519.29,178628898,0.48,24.0,★★☆☆☆,OK
418420,라온텍,,3340.0,131826,0.66,↓,3713.25,5989.25,37.36,-549.92,-628.8,341.07,281709058,0.54,27.0,★★☆☆☆,OK
205100,엑셈,,1455.0,160561,0.25,↓,1511.45,1655.98,49.26,-29.76,-26.39,89.07,999472491,0.23,11.5,★☆☆☆☆,OK
056090,시지메드텍,,995.0,430016,0.36,↓,1058.1,1366.18,48.36,-87.51,-97.05,67.71,206172668,0.39,19.5,★☆☆☆☆,OK
083500,에프엔에스테크,,12340.0,52187,0.63,↓,14108.5,17487.33,37.96,-1125.19,-1115.49,1240.0,79075706,0.43,21.5,★★☆☆☆,OK
417500,제이아이테크,,3105.0,50955,0.42,↓,3213.25,3740.92,46.77,-120.34,-140.08,200.71,134257874,0.44,22.0,★★☆☆☆,OK
039560,다산네트웍스,,2385.0,125339,0.74,↑,2402.0,3419.42,43.98,-221.59,-281.49,142.14,349603867,0.74,37.0,★★☆☆☆,OK
067290,JW신약,,1806.0,3299974,0.28,↓,1762.4,1788.82,61.35,25.13,1.57,277.57,1041479474,0.3,15.0,★☆☆☆☆,OK
362320,청담글로벌,,4760.0,46849,0.24,↓,4575.25,4479.08,54.08,100.18,69.93,407.5,348118085,0.32,16.0,★☆☆☆☆,OK
228850,레이언스,,6100.0,3569,0.25,↑,6041.5,6317.17,48.07,-65.36,-89.34,269.29,12805437,0.32,16.0,★☆☆☆☆,OK
052260,현대바이오랜드,,3355.0,20691,0.39,↑,3433.5,3766.92,36.42,-80.3,-86.65,122.86,435937585,0.33,16.5,★☆☆☆☆,OK
336680,탑런토탈솔루션,,2545.0,11805,0.52,↑,2583.25,3064.17,36.2,-128.44,-153.85,123.21,18170062,0.43,21.5,★★☆☆☆,OK
123040,엠에스오토텍,,1591.0,161741,1.06,↑,1586.35,1892.17,45.28,-60.0,-79.45,96.36,661133976,1.27,63.5,★★★★☆,OK
017510,세명전기,,6560.0,86270,0.36,↓,7117.0,9617.5,35.94,-581.85,-648.44,496.43,757506792,0.29,14.5,★☆☆☆☆,OK
297090,씨에스베어링,,3650.0,133636,0.96,↓,3934.0,5151.67,39.37,-263.91,-315.27,241.79,316408242,0.85,42.5,★★★☆☆,OK
163730,핑거,,8240.0,49435,0.67,↑,9193.0,14482.67,33.4,-1398.2,-1536.78,737.86,214231368,0.49,24.5,★★☆☆☆,OK
246720,아스타,,6070.0,0,,→,6070.0,6070.0,,-1.82,-2.68,6070.0,44643536,,,☆☆☆☆☆,Data Missing
226400,오스테오닉,,4800.0,175314,1.69,↑,4419.0,4941.83,61.9,6.15,-67.48,235.71,96636019,1.72,86.0,★★★★★,OK
101170,우림피티에스,,7330.0,48331,0.52,→,7321.0,10518.83,46.88,-584.21,-785.36,741.43,627671244,0.62,31.0,★★☆☆☆,OK
265740,엔에프씨,,5530.0,124523,1.29,↑,5185.5,5625.42,55.36,-38.47,-93.55,345.71,92844017,1.52,76.0,★★★★☆,OK
091440,한울소재과학,,2940.0,199124,0.69,↓,2719.5,2615.4,59.81,173.68,135.12,278.57,150369541,0.81,40.5,★★☆☆☆,OK
040300,YTN,,2060.0,20893,0.52,↑,2028.4,2483.6,50.0,-75.2,-107.83,90.07,422591812,0.7,35.0,★★☆☆☆,OK
032940,원익,,5380.0,41340,0.41,↓,5712.0,7433.5,41.23,-433.97,-492.52,527.14,244978412,0.37,18.5,★☆☆☆☆,OK
013310,아진산업,,2510.0,102774,0.5,↓,2582.0,3091.83,37.67,-108.93,-129.79,132.14,1726796971,0.43,21.5,★★☆☆☆,OK
299030,하나기술,,12170.0,20471,0.55,↑,12899.0,18624.17,42.16,-1353.66,-1584.66,1058.57,38425896,0.51,25.5,★★☆☆☆,OK
141000,비아트론,,8050.0,29013,0.82,→,8469.0,9476.67,36.42,-269.45,-278.48,580.0,42981336,0.67,33.5,★★☆☆☆,OK
298540,더네이쳐홀딩스,,6710.0,25953,1.31,↑,6272.5,6626.17,60.66,20.42,-35.89,266.43,7650727,1.59,79.5,★★★★☆,OK
066790,씨씨에스,,1493.0,0,,→,1493.0,1493.0,,0.0,0.0,1493.0,2600731455,,,☆☆☆☆☆,Data Missing
309960,LB인베스트먼트,,4185.0,58558,1.45,↑,4206.25,4721.67,42.15,-102.45,-126.78,190.36,88786562,1.4,70.0,★★★★☆,OK
158430,아톤,,3970.0,183780,0.66,↑,3951.0,5527.92,46.94,-317.06,-417.77,334.29,406600842,0.8,40.0,★★☆☆☆,OK
047770,코데즈컴바인,,2555.0,173918,0.21,↓,2717.75,3244.58,39.19,-142.98,-149.16,236.43,1195377132,0.18,9.0,★☆☆☆☆,OK
255440,야스,,7440.0,20151,1.11,↑,7235.0,8577.33,52.17,-225.48,-331.81,417.14,63918804,1.41,70.5,★★★★☆,OK
0017J0,세미티에스,,3170.0,681657,0.5,↑,3570.25,,29.17,-452.91,-463.29,348.57,-19247006,0.32,16.0,★☆☆☆☆,OK
068240,다원시스,,2530.0,0,,→,2530.0,2530.0,,-0.16,-0.24,2530.0,91231868,,,☆☆☆☆☆,Data Missing
044340,위닉스,,5400.0,14846213,5.74,↑,4050.0,4272.25,59.62,223.21,101.49,811.79,166570002,6.45,100.0,★★★★★,OK
380550,뉴로핏,,7810.0,44860,0.52,→,8851.0,13001.67,32.51,-1183.59,-1323.7,807.14,133178789,0.37,18.5,★☆☆☆☆,OK
054920,한컴위드,,3400.0,313895,1.05,↑,3096.75,4634.42,57.5,-241.44,-353.62,235.36,638873585,1.17,58.5,★★★☆☆,OK
0039P0,매드업,,5040.0,579220,,↓,,,33.79,-1165.57,-1034.16,1265.71,24531055,,,☆☆☆☆☆,Data Missing
352090,스톰테크,,3535.0,19107,0.93,→,3537.0,3632.75,45.12,-14.23,-20.51,105.0,-11330687,0.98,49.0,★★★☆☆,OK
166480,코아스템켐온,,1799.0,44796,0.36,↑,1946.4,2798.93,34.12,-206.06,-232.87,151.93,80059278,0.27,13.5,★☆☆☆☆,OK
0218L0,네오뷰,,17950.0,5239643,,↓,,,,0.0,0.0,,0,,,☆☆☆☆☆,Data Missing
131030,옵투스제약,,5380.0,33134,0.19,→,5718.5,6540.0,40.79,-237.01,-241.95,408.57,164149713,0.17,8.5,★☆☆☆☆,OK
086710,선진뷰티사이언스,,7740.0,50621,1.04,↑,7155.5,8166.0,54.27,-105.92,-208.55,484.29,106628789,1.25,62.5,★★★★☆,OK
099750,이지케어텍,,6850.0,19244,1.38,↑,6302.5,7011.5,60.89,-57.93,-177.39,431.43,37460272,1.42,71.0,★★★★☆,OK
115500,케이씨에스,,7820.0,25768,0.33,→,8319.5,12278.67,39.61,-959.06,-1121.32,602.14,535161148,0.29,14.5,★☆☆☆☆,OK
307930,컴퍼니케이,,5990.0,46722,0.86,↑,5954.5,7457.33,49.12,-305.48,-399.15,366.43,341590070,1.11,55.5,★★★☆☆,OK
475580,에이럭스,,6830.0,17529,0.3,↓,7237.5,8671.33,35.61,-387.71,-434.82,425.0,165002495,0.24,12.0,★☆☆☆☆,OK
042500,링네트,,4190.0,124953,0.65,↑,4051.25,4491.92,53.8,-28.21,-66.7,144.29,805961441,0.81,40.5,★★☆☆☆,OK
005860,한일사료,,2370.0,1718517,0.43,↓,2443.75,2813.58,51.42,-2.73,-32.79,266.43,2428438800,0.45,22.5,★★☆☆☆,OK
125210,아모그린텍,,5640.0,36704,0.4,↑,6010.5,9276.33,39.71,-699.41,-818.65,410.0,200319970,0.36,18.0,★☆☆☆☆,OK
037030,파워넷,,3645.0,224315,0.63,↓,3858.25,5582.0,42.17,-391.38,-468.15,361.79,951378997,0.58,29.0,★★☆☆☆,OK
348350,위드텍,,9290.0,104103,1.78,↓,8743.0,9354.17,61.72,262.24,130.38,700.0,52415027,1.77,88.5,★★★★★,OK
289930,웨이비스,,7020.0,57148,0.73,↓,7705.5,11771.67,39.43,-936.76,-1086.48,730.71,20482425,0.63,31.5,★★☆☆☆,OK
074430,아미노로직스,,1053.0,55143,0.4,↑,1042.05,1158.98,50.58,-29.79,-41.13,46.5,1188260315,0.53,26.5,★★☆☆☆,OK
396300,세아메카닉스,,3495.0,3302372,5.2,↑,3186.0,4591.0,53.96,-226.28,-353.59,380.0,516434444,6.05,100.0,★★★★★,OK
047560,이스트소프트,,7910.0,63219,1.5,↑,7787.0,10083.17,50.0,-402.97,-560.92,604.29,207638896,1.95,97.5,★★★★★,OK
189330,씨이랩,,9850.0,253460,0.33,↑,9889.5,8913.67,49.12,140.83,237.32,1645.71,68211010,0.33,16.5,★☆☆☆☆,OK
323990,박셀바이오,,3960.0,50158,0.18,↓,4283.0,5268.67,35.06,-286.18,-321.54,290.0,329310696,0.14,7.0,★☆☆☆☆,OK
104460,디와이피엔에프,,8750.0,3317,0.38,→,8938.5,10509.5,33.5,-329.49,-398.51,387.14,18845345,0.29,14.5,★☆☆☆☆,OK
235980,메드팩토,,2680.0,101517,0.77,↑,2849.5,3564.33,26.43,-199.7,-226.06,220.71,144954562,0.45,22.5,★★☆☆☆,OK
282720,금양그린파워,,7500.0,85645,0.89,↑,7171.5,9406.83,53.1,-392.41,-578.33,617.14,213076630,1.08,54.0,★★★☆☆,OK
263800,데이타솔루션,,5630.0,1861205,0.58,↓,5581.75,5043.08,55.44,245.66,298.0,1024.29,716758489,0.61,30.5,★★☆☆☆,OK
311320,지오엘리먼트,,7270.0,23559,0.22,↓,9269.0,8956.17,31.17,-486.64,-170.42,1037.14,84702144,0.12,6.0,★☆☆☆☆,OK
040420,정상제이엘에스,,5810.0,16679,0.73,↑,5769.5,5771.33,37.04,18.88,15.02,88.57,4077908,0.85,42.5,★★★☆☆,OK
093920,서원인텍,,4875.0,15949,1.02,↑,4827.5,4886.5,50.0,2.3,-3.29,102.14,31877644,1.4,70.0,★★★★☆,OK
187790,나노,,2935.0,334795,0.55,↓,3257.0,4761.33,40.42,-329.79,-404.12,401.07,458087749,0.47,23.5,★★☆☆☆,OK
023900,풍국주정,,7170.0,14804,0.64,→,7112.5,8071.67,55.91,-104.2,-162.01,312.86,171012260,0.76,38.0,★★☆☆☆,OK
418470,KT밀리의서재,,10440.0,20987,0.78,↑,9933.5,10666.17,62.21,-40.24,-151.59,361.43,19764519,0.8,40.0,★★☆☆☆,OK
088130,동아엘텍,,5160.0,79106,0.66,↑,5076.0,7137.08,50.78,-367.56,-485.19,402.14,177608114,0.84,42.0,★★★☆☆,OK
096240,크레버스,,8760.0,12441,0.51,↑,8523.0,9313.5,54.94,-156.73,-229.45,275.0,14618409,0.62,31.0,★★☆☆☆,OK
033290,로젠,,1596.0,104074,2.33,↑,1557.6,1679.57,58.04,-8.18,-20.59,81.14,200977685,2.6,100.0,★★★★★,OK
109610,에스와이,,1825.0,158208,0.09,↓,2035.55,2275.45,45.58,-83.39,-61.92,230.86,1170359114,0.07,3.5,★☆☆☆☆,OK
156100,엘앤케이바이오,,3990.0,121637,0.91,↓,4393.25,5250.58,33.71,-283.84,-285.23,363.21,95477582,0.67,33.5,★★☆☆☆,OK
357230,에이치피오,,2145.0,17821,0.44,↑,2127.5,2382.63,47.25,-39.94,-52.37,83.57,53783585,0.56,28.0,★★☆☆☆,OK
100130,동국S&C,,1550.0,115120,0.84,↑,1550.15,1774.58,45.23,-40.86,-55.4,67.21,586764226,0.87,43.5,★★★☆☆,OK
209640,와이제이링크,,3105.0,137303,0.37,↑,3515.5,5720.42,34.35,-528.5,-589.7,259.64,301112590,0.28,14.0,★☆☆☆☆,OK
054540,삼영엠텍,,6800.0,519202,1.66,↑,6755.0,9034.83,42.47,-515.75,-677.84,696.43,472845089,1.79,89.5,★★★★★,OK
337930,젝시믹스,,2965.0,60795,0.79,↓,3073.5,3361.67,40.17,-77.21,-86.15,139.29,63706189,0.73,36.5,★★☆☆☆,OK
002230,피에스텍,,4780.0,71064,0.89,↓,4732.25,6444.0,49.68,-273.28,-390.73,276.79,60585609,1.17,58.5,★★★☆☆,OK
052420,오성첨단소재,,9010.0,27936,0.41,↑,8569.5,10454.33,58.04,-46.78,-217.44,471.43,304842574,0.46,23.0,★★☆☆☆,OK
049950,미래컴퍼니,,9970.0,14258,0.55,↑,10112.0,12354.17,43.1,-501.89,-599.13,720.0,62437286,0.53,26.5,★★☆☆☆,OK
036220,오상헬스케어,,6110.0,3729,0.28,↑,5904.0,6879.5,57.38,-112.71,-199.31,320.0,81993628,0.32,16.0,★☆☆☆☆,OK
474610,RF시스템즈,,6040.0,86292,0.77,↑,6360.0,9296.67,39.4,-695.65,-849.98,602.86,160306618,0.66,33.0,★★☆☆☆,OK
063170,서울옥션,,4900.0,20647,0.41,↑,4903.25,5431.33,54.14,-73.27,-102.63,235.71,187595590,0.43,21.5,★★☆☆☆,OK
487580,폴레드,,3430.0,120757,0.2,↓,3578.25,,43.39,-517.35,-726.83,421.07,-55300770,0.19,9.5,★☆☆☆☆,OK
051360,토비스,,9010.0,841814,20.0,↓,15736.0,17122.33,0.0,-749.68,-358.33,15503.57,95304025,0.0,0.0,☆☆☆☆☆,OK
182360,큐브엔터,,5590.0,14333,0.5,↑,5585.0,6912.5,39.06,-331.68,-395.97,359.29,142914014,0.51,25.5,★★☆☆☆,OK
065450,빅텍,,2945.0,604226,1.62,↓,3044.25,3765.58,43.18,-122.76,-161.48,171.43,2939582270,1.59,79.5,★★★★☆,OK
078140,대봉엘에스,,7780.0,4999,0.33,↑,7576.5,8674.0,54.4,-145.8,-234.75,365.71,229028301,0.4,20.0,★☆☆☆☆,OK
004650,창해에탄올,,9380.0,23585,0.9,↑,9274.5,9477.0,49.38,-4.2,-27.98,227.86,103234046,1.21,60.5,★★★☆☆,OK
263720,디앤씨미디어,,6930.0,10312,0.25,↑,6984.0,8880.67,36.95,-454.66,-560.87,390.71,43873198,0.21,10.5,★☆☆☆☆,OK
025950,동신건설,,10220.0,31485,0.06,↓,12386.0,13176.33,16.34,-700.56,-456.33,1376.07,187981531,0.02,1.0,★☆☆☆☆,OK
053260,금강철강,,4575.0,6982,0.09,↓,4753.25,5336.75,39.12,-173.2,-184.71,283.93,407288837,0.08,4.0,★☆☆☆☆,OK
053580,웹케시,,6600.0,15074,0.54,↑,6276.5,7040.17,58.56,-54.48,-154.63,320.71,101674165,0.6,30.0,★★☆☆☆,OK
053350,이니텍,,3885.0,62506,0.46,↑,3365.5,2884.17,70.27,296.86,260.62,252.86,132603795,0.41,20.5,★☆☆☆☆,OK
396470,워트,,5300.0,61381,0.96,→,5438.0,6811.33,44.7,-301.71,-366.1,416.43,208232751,0.95,47.5,★★★☆☆,OK
217820,원익피앤이,,1796.0,182083,0.87,↑,1833.55,2465.18,44.56,-116.44,-149.06,119.57,276300334,0.87,43.5,★★★☆☆,OK
322180,LS티라유텍,,3960.0,77158,0.6,↑,4026.5,5928.75,44.91,-388.25,-487.95,316.43,110944345,0.6,30.0,★★☆☆☆,OK
072020,중앙백신,,9200.0,6161,0.56,↓,9325.0,9556.83,38.36,-70.09,-67.09,220.0,26227945,0.42,21.0,★★☆☆☆,OK
042510,라온시큐어,,7660.0,49428,0.35,↑,7377.5,9376.33,54.8,-268.91,-409.4,480.71,285429983,0.42,21.0,★★☆☆☆,OK
330350,위더스제약,,6410.0,65737,0.3,↑,6329.0,7202.83,56.42,-214.23,-269.44,519.29,177991805,0.34,17.0,★☆☆☆☆,OK
417010,나노팀,,4185.0,59079,0.53,↓,4769.75,7979.0,30.06,-801.99,-932.41,363.93,162970400,0.35,17.5,★☆☆☆☆,OK
302550,리메드,,2730.0,14866,0.26,→,2738.5,2823.25,54.78,-18.6,-30.41,160.0,202702835,0.27,13.5,★☆☆☆☆,OK
019540,일지테크,,6220.0,55758,0.82,↓,6063.0,6330.83,53.96,83.84,29.53,360.71,305528359,1.0,50.0,★★★☆☆,OK
049180,셀루메드,,1009.0,0,,→,1009.0,1009.0,,-0.32,-0.47,1009.0,2280470977,,,☆☆☆☆☆,Data Missing
153890,져스텍,,6920.0,199481,0.06,↓,11060.5,,8.69,-2515.7,-2225.44,1524.29,-18971090,0.01,0.5,★☆☆☆☆,OK
183490,엔지켐생명과학,,990.0,0,,→,990.0,990.0,,-0.16,-0.23,990.0,161131902,,,☆☆☆☆☆,Data Missing
320000,한울반도체,,12410.0,217368,0.23,↓,12834.0,12506.0,52.26,44.4,51.86,2135.0,71824885,0.19,9.5,★☆☆☆☆,OK
130580,나이스디앤비,,5430.0,8689,1.4,→,5477.0,5471.33,36.11,-5.59,0.94,132.14,19823825,0.99,49.5,★★★☆☆,OK
0011A0,액스비스,,8890.0,30912,0.47,↓,9693.0,15607.83,39.16,-1271.19,-1551.19,985.71,-12189155,0.4,20.0,★☆☆☆☆,OK
019550,SBI인베스트먼트,,1030.0,183738,0.58,↑,961.55,1063.03,59.6,1.97,-12.75,56.21,2282964351,0.62,31.0,★★☆☆☆,OK
950250,테라뷰,,2320.0,65361,0.18,↑,2438.0,3653.33,38.62,-259.61,-321.25,224.64,25047059,0.15,7.5,★☆☆☆☆,OK
033560,블루콤,,4850.0,91692,1.11,↑,4013.0,3653.75,71.85,259.16,172.16,288.57,85056811,0.94,47.0,★★★☆☆,OK
330730,스톤브릿지벤처스,,4550.0,34697,0.99,↑,4604.25,5477.0,41.64,-181.1,-234.09,239.43,134838447,0.94,47.0,★★★☆☆,OK
044990,에이치엔에스하이텍,,10790.0,7506,0.45,↑,11327.5,13662.33,37.67,-675.89,-738.37,718.57,191457,0.38,19.0,★☆☆☆☆,OK
452190,한빛레이저,,3435.0,60605,0.41,↑,3606.0,5485.83,41.55,-403.1,-478.64,276.79,749731442,0.38,19.0,★☆☆☆☆,OK
250060,모비스,,2575.0,157171,0.31,↑,2618.25,3412.0,47.35,-171.29,-214.64,224.29,1170040903,0.32,16.0,★☆☆☆☆,OK
172670,에이엘티,,9170.0,66146,1.25,↑,9115.5,13220.67,47.55,-887.26,-1064.0,837.86,52039835,1.52,76.0,★★★★☆,OK
317770,엑스페릭스,,2240.0,55394,0.41,↑,2365.25,2847.25,32.62,-134.5,-149.54,187.14,235733032,0.3,15.0,★☆☆☆☆,OK
043610,KT지니뮤직,,1406.0,26747,0.67,↑,1393.5,1505.45,44.97,-18.32,-26.17,55.0,614443315,0.81,40.5,★★☆☆☆,OK
037760,쎄니트,,2415.0,13025,0.35,↓,2429.25,2411.0,45.56,1.43,4.13,101.79,237629061,0.37,18.5,★☆☆☆☆,OK
149980,하이로닉,,4740.0,49145,1.66,↑,4506.25,5244.25,47.74,-204.99,-272.12,364.29,146291483,2.06,100.0,★★★★★,OK
058630,엠게임,,4245.0,27036,0.35,↓,4599.75,4643.75,33.96,-63.7,-0.66,241.79,601103936,0.22,11.0,★☆☆☆☆,OK
029480,광무,,1365.0,73496,0.11,↑,1437.5,1689.45,44.48,-69.48,-72.66,131.07,294908959,0.11,5.5,★☆☆☆☆,OK
175250,아이큐어,,2170.0,0,,→,2170.0,2170.0,,0.0,0.0,2170.0,315173772,,,☆☆☆☆☆,Data Missing
053280,예스24,,3260.0,6694,0.11,↑,3146.25,3119.75,62.02,50.54,39.17,157.86,127422451,0.13,6.5,★☆☆☆☆,OK
032300,한국파마,,7450.0,20573,1.16,↓,7779.0,9052.5,35.27,-340.17,-380.81,382.14,186064949,0.93,46.5,★★★☆☆,OK
412540,제일엠앤에스,,3935.0,0,,→,3935.0,3935.0,,-0.0,-0.0,3935.0,17775366,,,☆☆☆☆☆,Data Missing
173130,오파스넷,,6210.0,28980,0.47,↓,6236.0,7004.83,45.97,-184.03,-232.2,242.14,269952005,0.5,25.0,★★☆☆☆,OK
389030,지니너스,,2045.0,183168,0.61,↓,2174.75,3067.33,40.2,-199.47,-240.02,161.57,307885587,0.55,27.5,★★☆☆☆,OK
017650,대림제지,,9220.0,6209,0.55,↑,8999.0,9104.0,61.81,73.36,53.05,240.71,339642377,0.66,33.0,★★☆☆☆,OK
008830,대동기어,,8970.0,21908,0.32,↑,9612.5,12797.5,37.34,-905.61,-1011.87,660.0,523299648,0.27,13.5,★☆☆☆☆,OK
092040,아미코젠,,1141.0,466782,0.76,↓,1237.35,1469.35,43.16,-78.41,-82.78,87.5,112548839,0.73,36.5,★★☆☆☆,OK
067000,조이시티,,1147.0,343843,1.03,↑,1086.55,1389.78,56.26,-31.98,-60.94,76.07,597241513,1.18,59.0,★★★☆☆,OK
475230,엔알비,,7350.0,16663,0.13,↓,7446.0,11483.83,50.46,-761.91,-1056.51,655.0,8095058,0.14,7.0,★☆☆☆☆,OK
038110,에코플라스틱,,1946.0,602971,1.0,↓,1984.55,2468.9,43.58,-87.76,-116.79,149.14,2023245158,0.97,48.5,★★★☆☆,OK
212710,아이에스티이,,8210.0,42699,0.33,↓,9227.5,9955.67,39.26,-253.11,-154.55,946.43,30499234,0.23,11.5,★☆☆☆☆,OK
054040,한국컴퓨터,,4975.0,9191,0.31,↓,4891.5,5086.08,55.37,19.6,-5.37,162.86,334605683,0.38,19.0,★☆☆☆☆,OK
054670,대한뉴팜,,5550.0,11673,0.45,↑,5492.0,5879.17,50.93,-69.98,-95.19,258.57,245364199,0.59,29.5,★★☆☆☆,OK
009300,삼아제약,,12490.0,548,0.13,↑,12548.0,13970.67,43.05,-284.07,-354.19,398.57,17040748,0.13,6.5,★☆☆☆☆,OK
086960,MDS테크,,1866.0,171927,0.66,↑,1951.85,2543.03,38.64,-159.4,-183.46,110.29,997149554,0.58,29.0,★★☆☆☆,OK
063080,컴투스홀딩스,,12040.0,9559,0.53,↑,11801.0,14034.67,46.27,-568.08,-732.12,846.43,56864626,0.64,32.0,★★☆☆☆,OK
000440,중앙에너비스,,12720.0,60670,0.52,↓,13701.5,15998.67,48.38,-339.92,-473.57,1182.14,225046287,0.55,27.5,★★☆☆☆,OK
012700,리드코프,,3025.0,38925,0.8,↑,2910.25,3069.92,59.32,9.58,-17.07,135.0,144723965,0.87,43.5,★★★☆☆,OK
096250,와이즈넛,,6030.0,113330,1.27,↑,6842.0,7845.0,31.4,-445.28,-417.87,597.86,27907431,0.73,36.5,★★☆☆☆,OK
494120,큐리오시스,,10290.0,64722,0.32,↓,12284.6,16662.38,42.41,-1178.56,-1108.05,1684.14,7438259,0.23,11.5,★☆☆☆☆,OK
214260,라파스,,8840.0,5996,0.17,↓,8731.5,8242.17,53.57,215.45,225.74,697.14,85507023,0.2,10.0,★☆☆☆☆,OK
052900,KX하이텍,,1028.0,951440,0.59,↓,1211.65,1416.45,32.84,-85.48,-75.06,107.07,1408967853,0.35,17.5,★☆☆☆☆,OK
234300,에스트래픽,,2885.0,32799,0.6,↓,2853.25,3072.75,56.56,-18.29,-38.34,118.57,290728089,0.7,35.0,★★☆☆☆,OK
004590,한국가구,,5230.0,25633,0.64,↑,5269.25,5813.25,39.55,-118.78,-129.15,205.0,154719238,0.58,29.0,★★☆☆☆,OK
036640,HRS,,4795.0,38689,0.84,↑,4664.0,4803.25,64.96,25.16,0.6,117.5,243910143,0.8,40.0,★★☆☆☆,OK
215100,로보로보,,3850.0,195380,0.59,↓,3866.0,5268.08,47.32,-285.79,-376.61,383.93,1985230837,0.61,30.5,★★☆☆☆,OK
079650,서산,,3910.0,3912214,0.43,↓,4483.25,2974.13,52.48,108.85,341.2,983.21,225525197,0.39,19.5,★☆☆☆☆,OK
306620,지아이에스,,1621.0,177085,0.41,↓,1980.2,2627.9,27.77,-261.88,-259.72,149.71,832279982,0.21,10.5,★☆☆☆☆,OK
950130,엑세스바이오,,2220.0,22723,0.5,↓,2289.0,2760.33,43.7,-92.49,-111.08,169.64,1000312697,0.49,24.5,★★☆☆☆,OK
066980,한성크린텍,,1477.0,369363,0.1,↓,1911.1,1818.72,28.01,-118.21,-54.74,210.57,481609512,0.05,2.5,★☆☆☆☆,OK
036010,아비코전자,,5820.0,36043,0.18,↓,6633.0,9401.0,38.82,-971.51,-1029.57,582.86,144429620,0.15,7.5,★☆☆☆☆,OK
054620,APS,,4200.0,10207,0.22,↓,4199.25,4845.92,50.19,-88.81,-130.59,285.71,106892694,0.29,14.5,★☆☆☆☆,OK
475430,키스트론,,4320.0,211216,0.14,↑,4871.0,5115.42,35.67,-277.39,-240.13,335.36,46615076,0.09,4.5,★☆☆☆☆,OK
131370,알서포트,,1450.0,102696,0.62,↑,1435.95,1789.13,52.01,-58.19,-81.18,53.57,1826200023,0.8,40.0,★★☆☆☆,OK
024880,케이피에프,,3830.0,21691,0.33,↑,3772.75,4563.92,46.98,-140.2,-195.23,171.07,332133042,0.42,21.0,★★☆☆☆,OK
303810,동국생명과학,,2410.0,13073,0.34,↑,2416.75,2784.25,42.86,-90.19,-111.58,101.07,37977198,0.34,17.0,★☆☆☆☆,OK
0117P0,피스피스스튜디오,,5430.0,85596,0.22,↓,5352.0,,46.49,-783.68,-1072.69,415.36,-16109226,0.27,13.5,★☆☆☆☆,OK
066430,아이로보틱스,,1969.0,1495747,1.04,↓,2186.65,2776.3,41.77,-223.72,-243.98,258.5,290937165,0.92,46.0,★★★☆☆,OK
067370,선바이오,,6290.0,11393,0.54,↑,6113.0,6543.0,47.7,-87.95,-125.27,501.43,5199199,0.67,33.5,★★☆☆☆,OK
101330,모베이스,,3320.0,65841,0.98,→,3302.5,3941.75,47.13,-108.9,-154.26,183.21,363899760,1.23,61.5,★★★★☆,OK
290740,액트로,,7590.0,32057,0.9,↑,8146.5,12085.17,40.38,-1010.17,-1171.99,657.86,47472294,0.8,40.0,★★☆☆☆,OK
